Task ID,Task Link,Task Name,Task Content,Status,Date Created,Date Created Text,Due Date,Due Date Text,Start Date,Start Date Text,Parent ID,Subtasks IDs,Attachments,Assignees,Tags,Priority,List Name,Folder Name/Path,Space Name,Time Estimated,Time Estimated Text,Checklists,Comments,Assigned Comments,Time Spent,Time Spent Text,Rolled Up Time,Rolled Up Time Text,Home Location ID,Home Location,Other Location IDs,Other Locations
86b9t7u75,https://app.clickup.com/t/86b9t7u75,"Task 20.1: DB Migration","Rename personas.id to id_text and add a new SERIAL (numerical) id as the Primary Key.",complete,1778021120788,"5/5/2026, 4:45:20 PM CST",,"",,"",86b9t7u2g,"","[]","[]","[]",2,"Backlog","","Development","21600000","6 h ","{}","[]","0", "37936852",10 h 32 m,37936852,10 h 32 m,"901416159786","Development > Backlog","",""
86b9t7u7h,https://app.clickup.com/t/86b9t7u7h,"Task 20.2: Relation Update","Migrate the user_personas join table to reference the new numerical id.",complete,1778021120919,"5/5/2026, 4:45:20 PM CST",,"",,"",86b9t7u2g,"","[]","[]","[]",2,"Backlog","","Development","14400000","4 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7u7m,https://app.clickup.com/t/86b9t7u7m,"Task 20.3: Provider Refactor","Update PersonaProvider.ts to support dual-ID lookups.",complete,1778021121059,"5/5/2026, 4:45:21 PM CST",,"",,"",86b9t7u2g,"","[]","[]","[]",2,"Backlog","","Development","28800000","8 h ","{}","[]","0", "4866696",1 h 21 m,4866696,1 h 21 m,"901416159786","Development > Backlog","",""
86b9t7u7n,https://app.clickup.com/t/86b9t7u7n,"Task 20.4: UI Simplification","Remove id_text from all Admin and User-facing lists.",complete,1778021121184,"5/5/2026, 4:45:21 PM CST",,"",,"",86b9t7u2g,"","[]","[]","[]",2,"Backlog","","Development","14400000","4 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7u8k,https://app.clickup.com/t/86b9t7u8k,"Task 22.1: API Expansion","Implement POST, PATCH, and DELETE methods in clusters API.",to do,1778021122323,"5/5/2026, 4:45:22 PM CST",,"",,"",86b9t7u2m,"","[]","[]","[]",3,"Backlog","","Development","21600000","6 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7u8t,https://app.clickup.com/t/86b9t7u8t,"Task 22.2: Rename Logic","Ensure renaming a cluster triggers a bulk update in personas table.",to do,1778021122456,"5/5/2026, 4:45:22 PM CST",,"",,"",86b9t7u2m,"","[]","[]","[]",3,"Backlog","","Development","14400000","4 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7u61,https://app.clickup.com/t/86b9t7u61,"Task 3.3: Hybrid Search Query","Refactor hybrid search into a unified SQL query.",to do,1778021119617,"5/5/2026, 4:45:19 PM CST",,"",,"",86b9t7u20,"","[]","[]","[]",2,"Backlog","","Development","21600000","6 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7u90,https://app.clickup.com/t/86b9t7u90,"Task 22.4: Admin UI","Create /admin/clusters management page with high-density table.",to do,1778021122730,"5/5/2026, 4:45:22 PM CST",,"",,"",86b9t7u2m,"","[]","[]","[]",3,"Backlog","","Development","21600000","6 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7u4p,https://app.clickup.com/t/86b9t7u4p,"Task 0.2: Logic Migration","Migrate /api/stress-test and /api/persona logic to the Railway container.",to do,1778021117751,"5/5/2026, 4:45:17 PM CST",,"",,"",86b9t7u1j,"","[]","[]","[]",1,"Backlog","","Development","43200000","12 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7uh4,https://app.clickup.com/t/86b9t7uh4,"Task 18.3: Profile API","Implement API endpoints for fetching and updating extended profile data.",to do,1778021132517,"5/5/2026, 4:45:32 PM CST",,"",,"",86b9t7u49,"","[]","[]","[]",3,"Backlog","","Development","14400000","4 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7uhc,https://app.clickup.com/t/86b9t7uhc,"Task 19.3: Stress Test Hydration","Refactor StressTestClient to support state hydration.",to do,1778021133038,"5/5/2026, 4:45:33 PM CST",,"",,"",86b9t7u4f,"","[]","[]","[]",2,"Backlog","","Development","36000000","10 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7u4r,https://app.clickup.com/t/86b9t7u4r,"Task 0.1: Railway Environment","Set up a Railway-hosted Node.js environment with shared access to the production Postgres/Redis.",to do,1778021117773,"5/5/2026, 4:45:17 PM CST",,"",,"",86b9t7u1j,"","[]","[]","[]",1,"Backlog","","Development","28800000","8 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7u88,https://app.clickup.com/t/86b9t7u88,"Task 20.8: Persona Photo Engine","Add photo field to schema and implement secure upload/storage pipeline.",to do,1778021121815,"5/5/2026, 4:45:21 PM CST",,"",,"",86b9t7u2g,"","[]","[]","[]",2,"Backlog","","Development","36000000","10 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7u9j,https://app.clickup.com/t/86b9t7u9j,"Task 6.1: Graph Traversal","Implement Graph Traversal logic.",to do,1778021123156,"5/5/2026, 4:45:23 PM CST",,"",,"",86b9t7u2v,"","[]","[]","[]",4,"Backlog","","Development","28800000","8 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7u7u,https://app.clickup.com/t/86b9t7u7u,"Task 20.5: Inline Management","Replace static badges in /admin/personas with inline dropdowns.",to do,1778021121301,"5/5/2026, 4:45:21 PM CST",,"",,"",86b9t7u2g,"","[]","[]","[]",2,"Backlog","","Development","28800000","8 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7ug3,https://app.clickup.com/t/86b9t7ug3,"Task 17.6: Twilio Integration","Integrate Twilio SDK for SMS 2FA.",to do,1778021131267,"5/5/2026, 4:45:31 PM CST",,"",,"",86b9t7u46,"","[]","[]","[]",2,"Backlog","","Development","21600000","6 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7u5v,https://app.clickup.com/t/86b9t7u5v,"Task 3.1: Token Counting","Implement a token counting utility (tiktoken).",to do,1778021119132,"5/5/2026, 4:45:19 PM CST",,"",,"",86b9t7u20,"","[]","[]","[]",2,"Backlog","","Development","14400000","4 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7u8y,https://app.clickup.com/t/86b9t7u8y,"Task 22.3: Delete Logic","Reset personas to 'General' and remove cluster record on deletion.",to do,1778021122682,"5/5/2026, 4:45:22 PM CST",,"",,"",86b9t7u2m,"","[]","[]","[]",3,"Backlog","","Development","7200000","2 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7u9y,https://app.clickup.com/t/86b9t7u9y,"Task 7.2: Critical Friend","Develop the 'Critical Friend' logic (Integrity Guardrails).",to do,1778021123823,"5/5/2026, 4:45:23 PM CST",,"",,"",86b9t7u2x,"","[]","[]","[]",4,"Backlog","","Development","43200000","12 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7uem,https://app.clickup.com/t/86b9t7uem,"Task 16.2: WizardDrawer UI","Build the WizardDrawer UI component inside the Phase 2 block.",to do,1778021129449,"5/5/2026, 4:45:29 PM CST",,"",,"",86b9t7u44,"","[]","[]","[]",2,"Backlog","","Development","28800000","8 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7uev,https://app.clickup.com/t/86b9t7uev,"Task 16.3: Streaming Distillation","Implement streaming distillation logic to auto-populate fields.",to do,1778021129652,"5/5/2026, 4:45:29 PM CST",,"",,"",86b9t7u44,"","[]","[]","[]",2,"Backlog","","Development","28800000","8 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7uff,https://app.clickup.com/t/86b9t7uff,"Task 16.8: Refinement History","Add 'Refinement History' local state to track evolution.",to do,1778021130485,"5/5/2026, 4:45:30 PM CST",,"",,"",86b9t7u44,"","[]","[]","[]",2,"Backlog","","Development","21600000","6 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7u5w,https://app.clickup.com/t/86b9t7u5w,"Task 2.4: Error Boundaries","Introduce robust Error Boundaries for isolated component failures.",to do,1778021119141,"5/5/2026, 4:45:19 PM CST",,"",,"",86b9t7u1m,"","[]","[]","[]",2,"Backlog","","Development","28800000","8 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7u85,https://app.clickup.com/t/86b9t7u85,"Task 20.7: Identity Synthesis","Automatically update persona metadata after a knowledge file is uploaded.",to do,1778021121728,"5/5/2026, 4:45:21 PM CST",,"",,"",86b9t7u2g,"","[]","[]","[]",2,"Backlog","","Development","21600000","6 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7u8g,https://app.clickup.com/t/86b9t7u8g,"Task 21.2: Logic Implementation","Update src/lib/db-sync.ts with comparison logic.",to do,1778021122092,"5/5/2026, 4:45:22 PM CST",,"",,"",86b9t7u2h,"","[]","[]","[]",2,"Backlog","","Development","36000000","10 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7u9f,https://app.clickup.com/t/86b9t7u9f,"Task 6.2: Graph Schema","Design and implement the Graph Schema in Postgres.",to do,1778021123307,"5/5/2026, 4:45:23 PM CST",,"",,"",86b9t7u2v,"","[]","[]","[]",4,"Backlog","","Development","28800000","8 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7u9u,https://app.clickup.com/t/86b9t7u9u,"Task 6.4: Citation Mapping","Implement Citation Mapping.",to do,1778021123693,"5/5/2026, 4:45:23 PM CST",,"",,"",86b9t7u2v,"","[]","[]","[]",4,"Backlog","","Development","28800000","8 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7u9z,https://app.clickup.com/t/86b9t7u9z,"Task 7.1: Session DB","Implement a Stateful Session Database (conversations and messages).",to do,1778021123831,"5/5/2026, 4:45:23 PM CST",,"",,"",86b9t7u2x,"","[]","[]","[]",4,"Backlog","","Development","43200000","12 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7ua7,https://app.clickup.com/t/86b9t7ua7,"Task 7.4: Strategic Pivot","Implement 'Strategic Pivot' logic.",to do,1778021124211,"5/5/2026, 4:45:24 PM CST",,"",,"",86b9t7u2x,"","[]","[]","[]",4,"Backlog","","Development","28800000","8 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7uf5,https://app.clickup.com/t/86b9t7uf5,"Task 16.5: Refinement Panel Refactor","Refactor RefinementPanel to support guided, persona-specific Q&A.",to do,1778021130040,"5/5/2026, 4:45:30 PM CST",,"",,"",86b9t7u44,"","[]","[]","[]",2,"Backlog","","Development","28800000","8 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7ufe,https://app.clickup.com/t/86b9t7ufe,"Task 16.7: Iteration Loop","Implement the 'Iteration Loop' to re-trigger evaluation.",to do,1778021130460,"5/5/2026, 4:45:30 PM CST",,"",,"",86b9t7u44,"","[]","[]","[]",2,"Backlog","","Development","21600000","6 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7ugc,https://app.clickup.com/t/86b9t7ugc,"Task 17.8: SMS Endpoints","Develop SMS send and verify endpoints.",to do,1778021131645,"5/5/2026, 4:45:31 PM CST",,"",,"",86b9t7u46,"","[]","[]","[]",2,"Backlog","","Development","28800000","8 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7uh5,https://app.clickup.com/t/86b9t7uh5,"Task 18.4: Registration Capture","Update registration flow to capture extra details.",to do,1778021132572,"5/5/2026, 4:45:32 PM CST",,"",,"",86b9t7u49,"","[]","[]","[]",3,"Backlog","","Development","14400000","4 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7u9p,https://app.clickup.com/t/86b9t7u9p,"Task 6.3: RAG Refactor","Refactor src/lib/rag.ts to include Graph Traversal.",to do,1778021123457,"5/5/2026, 4:45:23 PM CST",,"",,"",86b9t7u2v,"","[]","[]","[]",4,"Backlog","","Development","28800000","8 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7uh8,https://app.clickup.com/t/86b9t7uh8,"Task 18.5: Onboarding Checklist","Integrate profile completeness indicators.",to do,1778021132642,"5/5/2026, 4:45:32 PM CST",,"",,"",86b9t7u49,"","[]","[]","[]",3,"Backlog","","Development","14400000","4 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7ueg,https://app.clickup.com/t/86b9t7ueg,"Task 16.1: Wizard API Questions","Develop /api/wizard/questions to analyze lazy prompts.",to do,1778021129270,"5/5/2026, 4:45:29 PM CST",,"",,"",86b9t7u44,"","[]","[]","[]",2,"Backlog","","Development","28800000","8 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7ugw,https://app.clickup.com/t/86b9t7ugw,"Task 18.2: Account UI","Develop a unified 'Account Settings' UI in /profile.",to do,1778021132165,"5/5/2026, 4:45:32 PM CST",,"",,"",86b9t7u49,"","[]","[]","[]",3,"Backlog","","Development","28800000","8 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7uht,https://app.clickup.com/t/86b9t7uht,"Task 19.5: History Ledger UI","Build a unified 'Recent Activity' UI component.",to do,1778021133456,"5/5/2026, 4:45:33 PM CST",,"",,"",86b9t7u4f,"","[]","[]","[]",2,"Backlog","","Development","36000000","10 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7u4q,https://app.clickup.com/t/86b9t7u4q,"Task 0.3: Vercel Proxy","Configure Vercel as a 'Thin Client' that proxies AI requests to Railway.",to do,1778021117765,"5/5/2026, 4:45:17 PM CST",,"",,"",86b9t7u1j,"","[]","[]","[]",1,"Backlog","","Development","14400000","4 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7u89,https://app.clickup.com/t/86b9t7u89,"Task 21.1: Schema Migration","Create SQL script to add last_synced_at to the personas table.",to do,1778021121855,"5/5/2026, 4:45:21 PM CST",,"",,"",86b9t7u2h,"","[]","[]","[]",2,"Backlog","","Development","7200000","2 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7u8h,https://app.clickup.com/t/86b9t7u8h,"Task 21.3: Validation","Edit a persona's name in UI -> Run Sync -> Confirm persistence.",to do,1778021122227,"5/5/2026, 4:45:22 PM CST",,"",,"",86b9t7u2h,"","[]","[]","[]",2,"Backlog","","Development","14400000","4 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7ua6,https://app.clickup.com/t/86b9t7ua6,"Task 7.3: Market Fit Chart","Build the 'Progress to Market Fit' UI chart.",to do,1778021124216,"5/5/2026, 4:45:24 PM CST",,"",,"",86b9t7u2x,"","[]","[]","[]",4,"Backlog","","Development","28800000","8 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7uhw,https://app.clickup.com/t/86b9t7uhw,"Task 19.6: Contextual Resume","Implement logic to detect and restore session progress.",to do,1778021133482,"5/5/2026, 4:45:33 PM CST",,"",,"",86b9t7u4f,"","[]","[]","[]",2,"Backlog","","Development","21600000","6 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7u5z,https://app.clickup.com/t/86b9t7u5z,"Task 3.2: Retry Logic","Add exponential backoff and retry logic for OpenAI.",to do,1778021119372,"5/5/2026, 4:45:19 PM CST",,"",,"",86b9t7u20,"","[]","[]","[]",2,"Backlog","","Development","21600000","6 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7u62,https://app.clickup.com/t/86b9t7u62,"Task 3.4: Concurrency Optimization","Optimize ingestion script for concurrency.",to do,1778021119640,"5/5/2026, 4:45:19 PM CST",,"",,"",86b9t7u20,"","[]","[]","[]",2,"Backlog","","Development","28800000","8 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7u93,https://app.clickup.com/t/86b9t7u93,"Task 22.5: Navigation","Add 'Manage Clusters' action button in the header.",to do,1778021123082,"5/5/2026, 4:45:23 PM CST",,"",,"",86b9t7u2m,"","[]","[]","[]",3,"Backlog","","Development","7200000","2 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7ugd,https://app.clickup.com/t/86b9t7ugd,"Task 17.7: Schema Update (SMS)","Update users table with phone and SMS fields.",to do,1778021131651,"5/5/2026, 4:45:31 PM CST",,"",,"",86b9t7u46,"","[]","[]","[]",2,"Backlog","","Development","14400000","4 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7ugq,https://app.clickup.com/t/86b9t7ugq,"Task 18.1: Schema Update","Update database schema to include personal and business columns.",to do,1778021132110,"5/5/2026, 4:45:32 PM CST",,"",,"",86b9t7u49,"","[]","[]","[]",3,"Backlog","","Development","14400000","4 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7uhq,https://app.clickup.com/t/86b9t7uhq,"Task 19.4: Copywriter Hydration","Refactor CopywriterClient to support state hydration.",to do,1778021133449,"5/5/2026, 4:45:33 PM CST",,"",,"",86b9t7u4f,"","[]","[]","[]",2,"Backlog","","Development","36000000","10 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7uf4,https://app.clickup.com/t/86b9t7uf4,"Task 16.4: Snapshot & Revert","Create the 'Snapshot & Revert' state management mechanism.",to do,1778021129890,"5/5/2026, 4:45:29 PM CST",,"",,"",86b9t7u44,"","[]","[]","[]",2,"Backlog","","Development","21600000","6 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7ugt,https://app.clickup.com/t/86b9t7ugt,"Task 17.10: SMS Sign-in Support","Update sign-in flow to support SMS.",to do,1778021132120,"5/5/2026, 4:45:32 PM CST",,"",,"",86b9t7u46,"","[]","[]","[]",2,"Backlog","","Development","21600000","6 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7uhd,https://app.clickup.com/t/86b9t7uhd,"Task 19.2: History API","Develop the /api/history endpoints for CRUD operations.",to do,1778021133029,"5/5/2026, 4:45:33 PM CST",,"",,"",86b9t7u4f,"","[]","[]","[]",2,"Backlog","","Development","28800000","8 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7uf6,https://app.clickup.com/t/86b9t7uf6,"Task 16.6: Comparison UI","Develop the Side-by-Side comparison UI.",to do,1778021130030,"5/5/2026, 4:45:30 PM CST",,"",,"",86b9t7u44,"","[]","[]","[]",2,"Backlog","","Development","21600000","6 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7uhb,https://app.clickup.com/t/86b9t7uhb,"Task 19.1: History Schema","Create the user_history table in Postgres.",to do,1778021132906,"5/5/2026, 4:45:32 PM CST",,"",,"",86b9t7u4f,"","[]","[]","[]",2,"Backlog","","Development","14400000","4 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7uge,https://app.clickup.com/t/86b9t7uge,"Task 17.9: SMS Enrollment UI","Implement SMS enrollment UI flow.",to do,1778021131696,"5/5/2026, 4:45:31 PM CST",,"",,"",86b9t7u46,"","[]","[]","[]",2,"Backlog","","Development","21600000","6 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
86b9t7u7z,https://app.clickup.com/t/86b9t7u7z,"Task 20.6: API Optimization","Update persona PATCH endpoints to handle granular updates.",to do,1778021121458,"5/5/2026, 4:45:21 PM CST",,"",,"",86b9t7u2g,"","[]","[]","[]",2,"Backlog","","Development","14400000","4 h ","{}","[]","0", "",,NaN,,"901416159786","Development > Backlog","",""
,,"Task 0.4: **Restore Persistent Storage**","Transition the ""Vercel-Safe"" ingestion (Database-only) back to a ""Hybrid-Persistent"" storage model using Railway's Persistent Volumes for the `/data` folder.",to do,,,,,,,86b9t7u1j,,,,,,,,,,,,,,,,,,,,,
,,"Task 20.9: **RAG Metadata Alignment**","Update `scripts/db/embed.ts` to include numerical `persona_id` in the document metadata alongside `id_text` (slugs) to ensure full relational integrity in the vector database.",to do,,,,,,,86b9t7u2g,,,,,,,,,,,,,,,,,,,,,
,,"Task 20.10: **Infrastructure Parity (Main)**","Replicate all Epic 20 database migrations and RAG infrastructure setup in the `main` branch environment.",to do,,,,,,,86b9t7u2g,,,,,,,,,,,,,,,,,,,,,
,,"Task 20.11: **Automated CI Embedding**","Update GitHub Actions (`ci.yml`) to automatically run `npm run embed` on pushes to `staging` and `main` to restore the ""Push-to-Train"" experience.",to do,,,,,,,86b9t7u2g,,,,,,,,,,,,,,,,,,,,,
